OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
warehouses,Manufacturing & Industrial,Manufacturing & Industrial,339999,All Other Miscellaneous Manufacturing
environmental_conservation_and_ecological_organizations,Manufacturing & Industrial,Manufacturing & Industrial,339999,All Other Miscellaneous Manufacturing
cotton_mill,Manufacturing & Industrial,Manufacturing & Industrial,339999,All Other Miscellaneous Manufacturing
metal_materials_and_experts,Manufacturing & Industrial,Manufacturing & Industrial,339999,All Other Miscellaneous Manufacturing
b2b_oil_and_gas_extraction_and_services,Manufacturing & Industrial,Manufacturing & Industrial,339999,All Other Miscellaneous Manufacturing
metal_fabricator,Manufacturing & Industrial,Manufacturing & Industrial,339999,All Other Miscellaneous Manufacturing
social_media_company,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
media_news_company,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
radio_station,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
print_media,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
media_news_website,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
television_station,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
mass_media,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
media_critic,Media & Communications,Media & Communications,519130,Internet Publishing and Broadcasting and Web Search Portals
business_to_business_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
shades_and_blinds,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
tabletop_games,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
farm_equipment_and_supply,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
books_mags_music_and_video,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
gemstone_and_mineral,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
infectious_disease_specialist,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
oil_refiners,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
information_technology_company,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
shoe_shining_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
office_equipment,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
packing_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ticket_sales,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
bus_rentals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
iv_hydration,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
racing_experience,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
land_surveying,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ear_nose_and_throat,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
water_purification_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
scientific_laboratories,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
teeth_whitening,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
marina,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
door_sales_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
cannabis_collective,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
road_structures_and_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
canal,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
travel_company,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
firewood,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
jazz_and_blues,Other Services,Arts & Entertainment,713990,All Other Amusement and Recreation Industries
antenna_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
rest_areas,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
laser_cutting_service_provider,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
elevator_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
orthodontist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
business_equipment_and_supply,Other Services,Business-to-Business,425120,Wholesale Trade Agents and Brokers
pedicab_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
personal_care_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
paint_your_own_pottery,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
exhibition_and_trade_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
safety_equipment,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
writing_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
prosthodontist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
security_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
laundromat,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
country_club,Other Services,Other Services,713910,Golf Courses and Country Clubs
backpacking_area,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
music_critic,Other Services,Arts & Entertainment,713990,All Other Amusement and Recreation Industries
feng_shui,Other Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
holiday_decor,Other Services,Home & Garden Services,561790,Other Services to Buildings and Dwellings
endodontist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
bulk_billing,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
sign_making,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
luggage_storage,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
vitamins_and_supplements,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
team_building_activity,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
street_vendor,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
general_litigation,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
foot_care,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
logging_equipment_and_supplies,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
freight_and_cargo_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
meat_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pool_hall,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
windows_installation,Other Services,Construction & Contractors,236220,Commercial and Institutional Building Construction
horseback_riding_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fidelity_and_surety_bonds,Other Services,Financial Services,522298,All Other Nondepository Credit Intermediation
genealogists,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
emergency_roadside_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
payroll_services,Other Services,Financial Services,522298,All Other Nondepository Credit Intermediation
plaza,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
business_financing,Other Services,Financial Services,522298,All Other Nondepository Credit Intermediation
supernatural_reading,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
solar_installation,Other Services,Construction & Contractors,236220,Commercial and Institutional Building Construction
glass_and_mirror_sales_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
inventory_control_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ev_charging_station,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
footwear_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
translating_and_interpreting_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
family_practice,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
wine_tasting_room,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
private_jet_charters,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
auction_house,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
mobility_equipment_services,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
active_life,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
misting_system_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hearing_aids,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
nudist_clubs,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
scooter_rental,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
bags_luggage_company,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
challenge_courses_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
package_locker,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
bike_sharing,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ceiling_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
halfway_house,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
sandblasting_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
arts_and_crafts,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
embroidery_and_crochet,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
betting_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
olive_oil,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
quay,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
plasterer,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
wholesale_grocer,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
sleep_specialist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
bookmakers,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
business_to_business,Other Services,Business-to-Business,425120,Wholesale Trade Agents and Brokers
fishmonger,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
artificial_turf,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
jet_skis_rental,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
countertop_installation,Other Services,Construction & Contractors,236220,Commercial and Institutional Building Construction
musician,Other Services,Arts & Entertainment,713990,All Other Amusement and Recreation Industries
immigration_assistance_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
gold_buyer,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
motor_freight_trucking,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
promotional_products_and_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
street_art,Other Services,Arts & Entertainment,713990,All Other Amusement and Recreation Industries
kitchen_and_bath,Other Services,Construction & Contractors,236220,Commercial and Institutional Building Construction
display_home_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
quarries,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hearing_aid_provider,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
skylight_installation,Other Services,Construction & Contractors,236220,Commercial and Institutional Building Construction
tower_communication_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
corporate_office,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
rv_storage_facility,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
smokehouse,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
archaeological_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
golf_equipment,Other Services,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
tea_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
courier_and_delivery_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ultrasound_imaging_center,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cemeteries,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
prosthetics,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
tui_na,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
organ_and_tissue_donor_service,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
bike_rentals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
shutters,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
radio_and_television_commercials,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
private_equity_firm,Other Services,Financial Services,522298,All Other Nondepository Credit Intermediation
holding_companies,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
logging_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hot_air_balloons_tour,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
interlock_system,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
tools_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ambulance_and_ems_services,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
cheerleading,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
leather_goods,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
geological_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
tv_mounting,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
weather_forecast_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
phlebologist,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
travel_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
video_and_video_game_rentals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
shipping_collection_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
mortuary_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
private_investigation,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fmcg_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
tower,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
strip_club,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
paint_and_sip,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
laboratory,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
pool_and_billiards,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
geriatric_psychiatry,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
business,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
money_transfer_services,Other Services,Financial Services,522298,All Other Nondepository Credit Intermediation
home_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
surgical_appliances_and_supplies,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
digitizing_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
drinking_water_dispenser,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
furniture_wholesalers,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
computer_hardware_company,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
dance_wear,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
session_photography,Other Services,Arts & Entertainment,713990,All Other Amusement and Recreation Industries
house_sitting,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
mailbox_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
gerontologist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
holiday_rental_home,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
wood_and_pulp,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
props,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
casting_molding_and_machining,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
osteopath,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
bottled_water_company,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
wellness_program,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
process_servers,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
lottery_ticket,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
cremation_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
self_storage_facility,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
crane_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
billing_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
duplication_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fencing_club,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
packing_supply,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
refinishing_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
officiating_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
indoor_playcenter,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
nurse_practitioner,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
structure_and_geography,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
knife_sharpening,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
baby_gear_and_furniture,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fruits_and_vegetables,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pets,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
party_supply,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
collection_agencies,Other Services,Financial Services,522298,All Other Nondepository Credit Intermediation
event_photography,Other Services,Arts & Entertainment,713990,All Other Amusement and Recreation Industries
international_business_and_trade_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pool_billiards,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
trivia_host,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pier,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
travel,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
driving_range,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
piano_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fire_protection_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
irrigation,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
goldsmith,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hot_tubs_and_pools,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
farrier_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fireplace_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hang_gliding_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
water_delivery,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
test_preparation,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
christmas_trees,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
background_check_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
family_service_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
behavior_analyst,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
child_protection_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
surgical_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
country_house,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
irrigation_companies,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
typing_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pool_and_hot_tub_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
event_technology_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
investing,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pharmaceutical_companies,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
assisted_living_facility,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
audiovisual_equipment_rental,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
holiday_decorating,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hydro_jetting,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
wine_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
pharmaceutical_products_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
psychoanalyst,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
storage_facility,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
endoscopist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
orthotics,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
chocolatier,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
home_decor,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
diagnostic_imaging,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
nanny_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
bookbinding,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
chambers_of_commerce,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
travel_agents,Other Services,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
macarons,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
placenta_encapsulation_service,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
grout_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
body_contouring,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
shipping_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
weather_station,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
rv_rentals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
bus_service,Other Services,Transportation,488999,All Other Support Activities for Transportation
linen,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
dumpster_rentals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
computer_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
skyscraper,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
hockey_equipment,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
laboratory_testing,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
podiatry,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
social_and_human_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
grilling_equipment,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
periodontist,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
mobile_phone_accessories,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
merchandising_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
record_label,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
blacksmiths,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
aircraft_parts_and_supplies,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
calligraphy,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
television_service_providers,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
memory_care,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
registry_office,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
rest_stop,Other Services,Other Services,447110,Gasoline Stations with Convenience Stores
auditorium,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
musical_instrument_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
sugar_shack,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
club_crawl,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
home_security,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
traffic_school,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
rv_and_boat_storage_facility,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
boat_parts_and_accessories,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
marble_and_granite_professionals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
blueprinters,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
junkyard,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
cannabis_tour,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
boat_storage_facility,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
salsa_club,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
funeral_services_and_cemeteries,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
lighting_fixtures_and_equipment,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
campus_building,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
canteen,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
paternity_tests_and_services,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
roadside_assistance,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
ziplining_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
kids_recreation_and_party,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
immigration_and_naturalization,Other Services,Government & Public Services,921190,Other General Government Support
onsen,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
high_gliding_center,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
shredding_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
wills_trusts_and_probate,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
greenhouses,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
gunsmith,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
business_signage,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
glass_blowing,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
secretarial_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
trusts,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
colonics,Other Services,Healthcare & Medical,621999,All Other Miscellaneous Ambulatory Health Care Services
sommelier_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
customized_merchandise,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
eatertainment,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
country_dance_hall,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
snorkeling_equipment_rental,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
