OM_CATEGORY_LABEL,OM_SIMPLIFIED_CATEGORY,OM_UPDATED_CATEGORY,FSQ_CATEGORY_ID,FSQ_CATEGORY_LABEL,FSQ_CATEGORY_PRIMARY,FSQ_CATEGORY_SECONDARY,MATCH_SCORE,MATCHED_TEXT,ALTERNATES
housing_cooperative,Arts & Entertainment,Arts & Entertainment,11127,Business and Professional Services > Office > Corporate Housing Agency,Business and Professional Services , Office ,85.5,business and professional services office corporate housing agency,Business and Professional Services > Office > Corporate Housing Agency (ID 11127) [85.5]; Community and Government > Housing Authority (ID 12078) [85.5]; Community and Government > Housing Development (ID 12079) [85.5]; Landmarks and Outdoors > River (ID 16043) [67.5]; Travel and Transportation > Pier (ID 19021) [67.5]
dance_school,Arts & Entertainment,Arts & Entertainment,10012,Arts and Entertainment > Country Dance Club,Arts and Entertainment , Country Dance Club,85.5,arts and entertainment country dance club,Arts and Entertainment > Country Dance Club (ID 10012) [85.5]; Arts and Entertainment > Dance Hall (ID 10013) [85.5]; Arts and Entertainment > Samba School (ID 10050) [85.5]; Community and Government > Education > Art School (ID 12011) [85.5]; Community and Government > Education > Circus School (ID 12012) [85.5]
animation_studio,Arts & Entertainment,Arts & Entertainment,11005,Business and Professional Services > Art Studio,Business and Professional Services , Art Studio,85.5,business and professional services art studio,Business and Professional Services > Art Studio (ID 11005) [85.5]; Business and Professional Services > Design Studio (ID 11030) [85.5]; Business and Professional Services > Film Studio (ID 11041) [85.5]; Business and Professional Services > Photography Service > Photography Studio (ID 11140) [85.5]; Business and Professional Services > Recording Studio (ID 11152) [85.5]
karaoke_rental,Arts & Entertainment,Arts & Entertainment,10021,Arts and Entertainment > Karaoke Box,Arts and Entertainment , Karaoke Box,85.5,arts and entertainment karaoke box,Arts and Entertainment > Karaoke Box (ID 10021) [85.5]; Business and Professional Services > Equipment Rental Service (ID 11037) [85.5]; Business and Professional Services > Rental Service (ID 11156) [85.5]; Dining and Drinking > Bar > Karaoke Bar (ID 13015) [85.5]; Sports and Recreation > Water Sports > Canoe and Kayak Rental (ID 18068) [85.5]
drama_school,Arts & Entertainment,Arts & Entertainment,10050,Arts and Entertainment > Samba School,Arts and Entertainment , Samba School,85.5,arts and entertainment samba school,Arts and Entertainment > Samba School (ID 10050) [85.5]; Community and Government > Education > Art School (ID 12011) [85.5]; Community and Government > Education > Circus School (ID 12012) [85.5]; Community and Government > Education > College and University > Law School (ID 12044) [85.5]; Community and Government > Education > College and University > Medical School (ID 12045) [85.5]
bingo_hall,Arts & Entertainment,Arts & Entertainment,10005,Arts and Entertainment > Bingo Center,Arts and Entertainment , Bingo Center,85.5,arts and entertainment bingo center,Arts and Entertainment > Bingo Center (ID 10005) [85.5]; Arts and Entertainment > Dance Hall (ID 10013) [85.5]; Arts and Entertainment > Performing Arts Venue > Concert Hall (ID 10037) [85.5]; Arts and Entertainment > Pool Hall (ID 10045) [85.5]; Business and Professional Services > Wedding Hall (ID 11177) [85.5]
grain_production,Arts & Entertainment,Arts & Entertainment,12009,Community and Government > Education,Community and Government , Education,78.75,education,Community and Government > Education (ID 12009) [78.75]; Travel and Transportation > Train (ID 19066) [72.0]; Landmarks and Outdoors > States and Municipalities > Town (ID 16067) [67.5]; Travel and Transportation > Road (ID 19060) [67.5]; Arts and Entertainment > Amusement Park > Attraction (ID 10058) [60.00000000000001]
commercial_vehicle_dealer,Automotive,Automotive,11018,Business and Professional Services > Automotive Service > Vehicle Inspection Station,Business and Professional Services , Automotive Service ,85.5,business and professional services automotive service vehicle inspection station,Business and Professional Services > Automotive Service > Vehicle Inspection Station (ID 11018) [85.5]; Business and Professional Services > Real Estate Service > Commercial Real Estate Developer (ID 11147) [85.5]; Travel and Transportation > Electric Vehicle Charging Station (ID 19006) [85.5]; Retail > Automotive Retail > Car Dealership (ID 17006) [61.07142857142858]; Business and Professional Services > Wholesaler (ID 11179) [60.00000000000001]
emissions_inspection,Automotive,Automotive,11018,Business and Professional Services > Automotive Service > Vehicle Inspection Station,Business and Professional Services , Automotive Service ,85.5,business and professional services automotive service vehicle inspection station,Business and Professional Services > Automotive Service > Vehicle Inspection Station (ID 11018) [85.5]; Business and Professional Services > Home Improvement Service > Home Inspection (ID 11088) [85.5]; Travel and Transportation > Road > Intersection (ID 19061) [73.63636363636364]; Business and Professional Services > Automotive Service > Transmissions Shop (ID 11017) [60.00000000000001]; Business and Professional Services > Construction (ID 11028) [60.00000000000001]
b2b_forklift_dealers,Automotive,Business-to-Business,19018,Travel and Transportation > Lodging > Resort,Travel and Transportation , Lodging ,57.0,resort,Travel and Transportation > Lodging > Resort (ID 19018) [57.0]; Business and Professional Services > Wholesaler (ID 11179) [56.25]; Retail > Automotive Retail > Motorcycle Dealership (ID 17012) [54.0]; Retail > Automotive Retail > Car Dealership (ID 17006) [52.94117647058824]; Retail > Baby Store (ID 17014) [52.94117647058824]
foundation_repair,Automotive,Automotive,11010,Business and Professional Services > Automotive Service > Automotive Repair Shop,Business and Professional Services , Automotive Service ,85.5,business and professional services automotive service automotive repair shop,Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]; Business and Professional Services > Automotive Service > Motorcycle Repair Shop (ID 11012) [85.5]; Business and Professional Services > Automotive Service > Tire Repair Shop (ID 11015) [85.5]; Business and Professional Services > Computer Repair Service (ID 11027) [85.5]; Business and Professional Services > Repair Service (ID 11157) [85.5]
coin_dealers,Automotive,Automotive,17006,Retail > Automotive Retail > Car Dealership,Retail , Automotive Retail ,69.23076923076923,car dealership,Retail > Automotive Retail > Car Dealership (ID 17006) [69.23076923076923]; Retail > Automotive Retail > Car Dealership > Classic and Antique Car Dealership (ID 17007) [67.5]; Retail > Automotive Retail > Car Dealership > New Car Dealership (ID 17008) [67.5]; Retail > Automotive Retail > Car Dealership > RV and Motorhome Dealership (ID 17009) [67.5]; Retail > Automotive Retail > Car Dealership > Used Car Dealership (ID 17010) [67.5]
trailer_dealer,Automotive,Automotive,19066,Travel and Transportation > Train,Travel and Transportation , Train,80.0,train,Travel and Transportation > Train (ID 19066) [80.0]; Retail > Automotive Retail > Car Dealership (ID 17006) [70.71428571428571]; Retail > Automotive Retail > Car Dealership > Classic and Antique Car Dealership (ID 17007) [70.71428571428571]; Retail > Automotive Retail > Car Dealership > New Car Dealership (ID 17008) [70.71428571428571]; Retail > Automotive Retail > Car Dealership > RV and Motorhome Dealership (ID 17009) [70.71428571428571]
b2b_equipment_maintenance_and_repair,Automotive,Business-to-Business,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automation and Control System (ID 11008) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
wheel_and_rim_repair,Automotive,Automotive,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
auto_customization,Automotive,Automotive,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,64.51612903225806,radio station,Business and Professional Services > Radio Station (ID 11144) [64.51612903225806]; Travel and Transportation > Transport Hub > Metro Station (ID 19046) [64.51612903225806]; Business and Professional Services > Automation and Control System (ID 11008) [64.28571428571429]; Business and Professional Services > TV Station (ID 11173) [64.28571428571428]; Travel and Transportation > Transport Hub > Bus Station (ID 19042) [62.06896551724138]
auto_glass_service,Automotive,Automotive,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
forklift_dealer,Automotive,Automotive,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,60.00000000000001,wholesaler,Business and Professional Services > Wholesaler (ID 11179) [60.00000000000001]; Retail > Automotive Retail > Motorcycle Dealership (ID 17012) [60.00000000000001]; Travel and Transportation > Pier (ID 19021) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Kitchen Remodeler (ID 11091) [56.25]; Travel and Transportation > Cable Car (ID 19065) [55.38461538461539]
car_inspection,Automotive,Automotive,11011,Business and Professional Services > Automotive Service > Car Wash and Detail,Business and Professional Services , Automotive Service ,85.5,business and professional services automotive service car wash and detail,Business and Professional Services > Automotive Service > Car Wash and Detail (ID 11011) [85.5]; Business and Professional Services > Automotive Service > Vehicle Inspection Station (ID 11018) [85.5]; Business and Professional Services > Home Improvement Service > Home Inspection (ID 11088) [85.5]; Retail > Automotive Retail > Car Dealership (ID 17006) [85.5]; Retail > Automotive Retail > Car Dealership > Classic and Antique Car Dealership (ID 17007) [85.5]
car_buyer,Automotive,Automotive,11011,Business and Professional Services > Automotive Service > Car Wash and Detail,Business and Professional Services , Automotive Service ,85.5,car wash and detail,Business and Professional Services > Automotive Service > Car Wash and Detail (ID 11011) [85.5]; Retail > Automotive Retail > Car Dealership (ID 17006) [85.5]; Retail > Automotive Retail > Car Dealership > Classic and Antique Car Dealership (ID 17007) [85.5]; Retail > Automotive Retail > Car Dealership > New Car Dealership (ID 17008) [85.5]; Retail > Automotive Retail > Car Dealership > RV and Motorhome Dealership (ID 17009) [85.5]
b2b_truck_equipment_parts_and_accessories,Automotive,Business-to-Business,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Automation and Control System (ID 11008) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]; Business and Professional Services > Automotive Service > Car Wash and Detail (ID 11011) [85.5]; Business and Professional Services > Automotive Service > Motorcycle Repair Shop (ID 11012) [85.5]
boat_service_and_repair,Automotive,Automotive,11001,Business and Professional Services > Advertising Agency,Business and Professional Services , Advertising Agency,85.5,business and professional services advertising agency,Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Art Studio (ID 11005) [85.5]
motorcycle_rentals,Automotive,Automotive,11012,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,Business and Professional Services , Automotive Service ,85.5,business and professional services automotive service motorcycle repair shop,Business and Professional Services > Automotive Service > Motorcycle Repair Shop (ID 11012) [85.5]; Retail > Automotive Retail > Motorcycle Dealership (ID 17012) [85.5]; Retail (ID 17000) [75.00000000000001]; Travel and Transportation > Bike Rental (ID 19002) [72.0]; Travel and Transportation > Lodging > Motel (ID 19017) [67.5]
truck_rentals,Automotive,Automotive,19057,Travel and Transportation > Truck Stop,Travel and Transportation , Truck Stop,85.5,travel and transportation truck stop,Travel and Transportation > Truck Stop (ID 19057) [85.5]; Retail (ID 17000) [75.00000000000001]; Travel and Transportation > Boat Rental (ID 19003) [68.57142857142857]; Travel and Transportation > Bike Rental (ID 19002) [66.66666666666667]; Business and Professional Services > Rental Service (ID 11156) [63.333333333333336]
recreation_vehicle_repair,Automotive,Automotive,11010,Business and Professional Services > Automotive Service > Automotive Repair Shop,Business and Professional Services , Automotive Service ,85.5,business and professional services automotive service automotive repair shop,Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]; Business and Professional Services > Automotive Service > Motorcycle Repair Shop (ID 11012) [85.5]; Business and Professional Services > Automotive Service > Tire Repair Shop (ID 11015) [85.5]; Business and Professional Services > Automotive Service > Vehicle Inspection Station (ID 11018) [85.5]; Business and Professional Services > Computer Repair Service (ID 11027) [85.5]
mobile_home_dealer,Automotive,Automotive,11059,Business and Professional Services > Funeral Home,Business and Professional Services , Funeral Home,85.5,business and professional services funeral home,Business and Professional Services > Funeral Home (ID 11059) [85.5]; Business and Professional Services > Home Improvement Service (ID 11076) [85.5]; Business and Professional Services > Home Improvement Service > Bathroom Contractor (ID 11077) [85.5]; Business and Professional Services > Home Improvement Service > Carpenter (ID 11078) [85.5]; Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor (ID 11079) [85.5]
brake_service_and_repair,Automotive,Automotive,11001,Business and Professional Services > Advertising Agency,Business and Professional Services , Advertising Agency,85.5,business and professional services advertising agency,Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Art Studio (ID 11005) [85.5]
