CATEGORY_LABEL,SIMPLIFIED_CATEGORY,UPDATED_CATEGORY
bike_sharing,Other Services,Other Services
ceiling_service,Other Services,Other Services
halfway_house,Other Services,Other Services
sandblasting_service,Other Services,Other Services
arts_and_crafts,Other Services,Other Services
embroidery_and_crochet,Other Services,Other Services
betting_center,Other Services,Other Services
olive_oil,Other Services,Other Services
quay,Other Services,Other Services
plasterer,Other Services,Other Services
wholesale_grocer,Other Services,Other Services
sleep_specialist,Other Services,Healthcare & Medical
bookmakers,Other Services,Other Services
business_to_business,Other Services,Business-to-Business
fishmonger,Other Services,Other Services
artificial_turf,Other Services,Other Services
jet_skis_rental,Other Services,Other Services
countertop_installation,Other Services,Construction & Contractors
musician,Other Services,Arts & Entertainment
immigration_assistance_services,Other Services,Other Services
gold_buyer,Other Services,Other Services
motor_freight_trucking,Other Services,Other Services
promotional_products_and_services,Other Services,Other Services
street_art,Other Services,Arts & Entertainment
kitchen_and_bath,Other Services,Construction & Contractors
display_home_center,Other Services,Other Services
quarries,Other Services,Other Services
hearing_aid_provider,Other Services,Healthcare & Medical
skylight_installation,Other Services,Construction & Contractors
tower_communication_service,Other Services,Other Services
corporate_office,Other Services,Other Services
rv_storage_facility,Other Services,Other Services
smokehouse,Other Services,Other Services
archaeological_services,Other Services,Other Services
golf_equipment,Other Services,Retail & Shopping
tea_wholesaler,Other Services,Other Services
courier_and_delivery_services,Other Services,Other Services
ultrasound_imaging_center,Other Services,Healthcare & Medical
cemeteries,Other Services,Other Services
prosthetics,Other Services,Healthcare & Medical
tui_na,Other Services,Other Services
organ_and_tissue_donor_service,Other Services,Healthcare & Medical
bike_rentals,Other Services,Other Services
shutters,Other Services,Other Services
radio_and_television_commercials,Other Services,Other Services
private_equity_firm,Other Services,Financial Services
holding_companies,Other Services,Other Services
logging_services,Other Services,Other Services
hot_air_balloons_tour,Other Services,Other Services
interlock_system,Other Services,Other Services
tools_wholesaler,Other Services,Other Services
ambulance_and_ems_services,Other Services,Healthcare & Medical
cheerleading,Other Services,Other Services
leather_goods,Other Services,Other Services
geological_services,Other Services,Other Services
tv_mounting,Other Services,Other Services
weather_forecast_services,Other Services,Other Services
phlebologist,Other Services,Other Services
travel_services,Other Services,Other Services
video_and_video_game_rentals,Other Services,Other Services
shipping_collection_services,Other Services,Other Services
mortuary_services,Other Services,Other Services
private_investigation,Other Services,Other Services
fmcg_wholesaler,Other Services,Other Services
tower,Other Services,Other Services
strip_club,Other Services,Other Services
paint_and_sip,Other Services,Other Services
laboratory,Other Services,Healthcare & Medical
pool_and_billiards,Other Services,Other Services
geriatric_psychiatry,Other Services,Healthcare & Medical
business,Other Services,Other Services
money_transfer_services,Other Services,Financial Services
home_service,Other Services,Other Services
surgical_appliances_and_supplies,Other Services,Healthcare & Medical
digitizing_services,Other Services,Other Services
drinking_water_dispenser,Other Services,Other Services
furniture_wholesalers,Other Services,Other Services
computer_hardware_company,Other Services,Other Services
dance_wear,Other Services,Other Services
session_photography,Other Services,Arts & Entertainment
house_sitting,Other Services,Other Services
mailbox_center,Other Services,Other Services
gerontologist,Other Services,Healthcare & Medical
holiday_rental_home,Other Services,Other Services
wood_and_pulp,Other Services,Other Services
props,Other Services,Other Services
casting_molding_and_machining,Other Services,Other Services
osteopath,Other Services,Healthcare & Medical
bottled_water_company,Other Services,Other Services
wellness_program,Other Services,Healthcare & Medical
process_servers,Other Services,Other Services
lottery_ticket,Other Services,Other Services
cremation_services,Other Services,Other Services
self_storage_facility,Other Services,Other Services
crane_services,Other Services,Other Services
billing_services,Other Services,Other Services
duplication_services,Other Services,Other Services
fencing_club,Other Services,Other Services
packing_supply,Other Services,Other Services
refinishing_services,Other Services,Other Services
officiating_services,Other Services,Other Services
indoor_playcenter,Other Services,Other Services
nurse_practitioner,Other Services,Healthcare & Medical
structure_and_geography,Other Services,Other Services
knife_sharpening,Other Services,Other Services
baby_gear_and_furniture,Other Services,Other Services
fruits_and_vegetables,Other Services,Other Services
pets,Other Services,Other Services
party_supply,Other Services,Other Services
collection_agencies,Other Services,Financial Services
event_photography,Other Services,Arts & Entertainment
international_business_and_trade_services,Other Services,Other Services
pool_billiards,Other Services,Other Services
trivia_host,Other Services,Other Services
pier,Other Services,Other Services
travel,Other Services,Other Services
driving_range,Other Services,Other Services
piano_services,Other Services,Other Services
fire_protection_service,Other Services,Other Services
irrigation,Other Services,Other Services
goldsmith,Other Services,Other Services
hot_tubs_and_pools,Other Services,Other Services
farrier_services,Other Services,Other Services
fireplace_service,Other Services,Other Services
hang_gliding_center,Other Services,Other Services
water_delivery,Other Services,Other Services
test_preparation,Other Services,Other Services
christmas_trees,Other Services,Other Services
background_check_services,Other Services,Other Services
family_service_center,Other Services,Other Services
behavior_analyst,Other Services,Other Services
child_protection_service,Other Services,Other Services
surgical_center,Other Services,Other Services
country_house,Other Services,Other Services
irrigation_companies,Other Services,Other Services
typing_services,Other Services,Other Services
pool_and_hot_tub_services,Other Services,Other Services
event_technology_service,Other Services,Other Services
investing,Other Services,Other Services
pharmaceutical_companies,Other Services,Other Services
assisted_living_facility,Other Services,Other Services
audiovisual_equipment_rental,Other Services,Other Services
holiday_decorating,Other Services,Other Services
hydro_jetting,Other Services,Other Services
wine_wholesaler,Other Services,Other Services
pharmaceutical_products_wholesaler,Other Services,Other Services
psychoanalyst,Other Services,Healthcare & Medical
storage_facility,Other Services,Other Services
endoscopist,Other Services,Healthcare & Medical
orthotics,Other Services,Healthcare & Medical
chocolatier,Other Services,Other Services
home_decor,Other Services,Other Services
diagnostic_imaging,Other Services,Healthcare & Medical
nanny_services,Other Services,Other Services
bookbinding,Other Services,Other Services
chambers_of_commerce,Other Services,Other Services
travel_agents,Other Services,Tourism & Attractions
macarons,Other Services,Other Services
placenta_encapsulation_service,Other Services,Healthcare & Medical
grout_service,Other Services,Other Services
body_contouring,Other Services,Other Services
shipping_center,Other Services,Other Services
weather_station,Other Services,Other Services
rv_rentals,Other Services,Other Services
bus_service,Other Services,Transportation
linen,Other Services,Other Services
dumpster_rentals,Other Services,Other Services
computer_wholesaler,Other Services,Other Services
skyscraper,Other Services,Other Services
hockey_equipment,Other Services,Other Services
laboratory_testing,Other Services,Healthcare & Medical
podiatry,Other Services,Healthcare & Medical
social_and_human_services,Other Services,Other Services
grilling_equipment,Other Services,Other Services
periodontist,Other Services,Healthcare & Medical
mobile_phone_accessories,Other Services,Other Services
merchandising_service,Other Services,Other Services
record_label,Other Services,Other Services
blacksmiths,Other Services,Other Services
aircraft_parts_and_supplies,Other Services,Other Services
calligraphy,Other Services,Other Services
television_service_providers,Other Services,Other Services
memory_care,Other Services,Other Services
registry_office,Other Services,Other Services
rest_stop,Other Services,Other Services
auditorium,Other Services,Other Services
musical_instrument_services,Other Services,Other Services
sugar_shack,Other Services,Other Services
club_crawl,Other Services,Other Services
home_security,Other Services,Other Services
traffic_school,Other Services,Other Services
rv_and_boat_storage_facility,Other Services,Other Services
boat_parts_and_accessories,Other Services,Other Services
marble_and_granite_professionals,Other Services,Other Services
blueprinters,Other Services,Other Services
junkyard,Other Services,Other Services
cannabis_tour,Other Services,Other Services
boat_storage_facility,Other Services,Other Services
salsa_club,Other Services,Other Services
funeral_services_and_cemeteries,Other Services,Other Services
lighting_fixtures_and_equipment,Other Services,Other Services
campus_building,Other Services,Other Services
canteen,Other Services,Other Services
paternity_tests_and_services,Other Services,Healthcare & Medical
roadside_assistance,Other Services,Other Services
ziplining_center,Other Services,Other Services
kids_recreation_and_party,Other Services,Other Services
immigration_and_naturalization,Other Services,Government & Public Services
onsen,Other Services,Other Services
high_gliding_center,Other Services,Other Services
shredding_services,Other Services,Other Services
wills_trusts_and_probate,Other Services,Other Services
greenhouses,Other Services,Other Services
gunsmith,Other Services,Other Services
business_signage,Other Services,Other Services
glass_blowing,Other Services,Other Services
secretarial_services,Other Services,Other Services
trusts,Other Services,Other Services
wholesaler,Other Services,Other Services
colonics,Other Services,Healthcare & Medical
sommelier_service,Other Services,Other Services
customized_merchandise,Other Services,Other Services
eatertainment,Other Services,Other Services
country_dance_hall,Other Services,Other Services
snorkeling_equipment_rental,Other Services,Other Services
commercial_refrigeration,Other Services,Other Services
boat_charter,Other Services,Other Services
powder_coating_service,Other Services,Other Services
commercial_printer,Other Services,Other Services
escrow_services,Other Services,Other Services
reflexology,Other Services,Other Services
fabric_wholesaler,Other Services,Other Services
e_commerce_service,Other Services,Other Services
trains,Other Services,Other Services
backflow_services,Other Services,Other Services
bicycle_path,Other Services,Other Services
diagnostic_services,Other Services,Other Services
fashion,Other Services,Other Services
private_tutor,Other Services,Other Services
tobacco_company,Other Services,Other Services
caricature,Other Services,Other Services
lingerie_wholesaler,Other Services,Other Services
copywriting_service,Other Services,Other Services
kitchen_incubator,Other Services,Other Services
business_office_supplies_and_stationery,Other Services,Other Services
machine_and_tool_rentals,Other Services,Other Services
stucco_services,Other Services,Other Services
professional_services,Other Services,Professional Services
driving_school,Other Services,Other Services
social_club,Other Services,Other Services
island,Parks & Natural Features,Parks & Natural Features
playground,Parks & Natural Features,Parks & Natural Features
desert,Parks & Natural Features,Parks & Natural Features
nursery_and_gardening,Parks & Natural Features,Parks & Natural Features
canyon,Parks & Natural Features,Parks & Natural Features
forest,Parks & Natural Features,Parks & Natural Features
lake,Parks & Natural Features,Parks & Natural Features
waterfall,Parks & Natural Features,Parks & Natural Features
hot_springs,Parks & Natural Features,Parks & Natural Features
beach,Parks & Natural Features,Parks & Natural Features
cave,Parks & Natural Features,Parks & Natural Features
mountain,Parks & Natural Features,Parks & Natural Features
nature_reserve,Parks & Natural Features,Parks & Natural Features
national_park,Parks & Natural Features,Parks & Natural Features
forestry_service,Parks & Natural Features,Parks & Natural Features
mobile_home_park,Parks & Natural Features,Parks & Natural Features
atv_recreation_park,Parks & Natural Features,Parks & Natural Features
sand_dune,Parks & Natural Features,Parks & Natural Features
hydroponic_gardening,Parks & Natural Features,Parks & Natural Features
home_and_garden,Parks & Natural Features,Parks & Natural Features
wildlife_control,Parks & Natural Features,Parks & Natural Features
playground_equipment_supplier,Parks & Natural Features,Parks & Natural Features
park_and_rides,Parks & Natural Features,Parks & Natural Features
park,Parks & Natural Features,Parks & Natural Features
beer_garden,Parks & Natural Features,Parks & Natural Features
beach_equipment_rentals,Parks & Natural Features,Parks & Natural Features
natural_hot_springs,Parks & Natural Features,Parks & Natural Features
holiday_park,Parks & Natural Features,Parks & Natural Features
river,Parks & Natural Features,Parks & Natural Features
community_gardens,Parks & Natural Features,Parks & Natural Features
wildlife_sanctuary,Parks & Natural Features,Parks & Natural Features
dog_park,Parks & Natural Features,Parks & Natural Features
spring_supplier,Parks & Natural Features,Parks & Natural Features
personal_chef,Personal Services,Personal Services
laundry_services,Personal Services,Personal Services
sewing_and_alterations,Personal Services,Personal Services
valet_service,Personal Services,Personal Services
gents_tailor,Personal Services,Personal Services
personal_assistant,Personal Services,Personal Services
matchmaker,Personal Services,Personal Services
engraving,Personal Services,Personal Services
pet_photography,Pet Services,Pet Services
homeless_shelter,Pet Services,Pet Services
animal_shelter,Pet Services,Pet Services
pet_adoption,Pet Services,Pet Services
animal_rescue_service,Pet Services,Pet Services
pet_sitting,Pet Services,Pet Services
pet_services,Pet Services,Pet Services
pet_breeder,Pet Services,Pet Services
adoption_services,Pet Services,Pet Services
pet_cemetery_and_crematorium_services,Pet Services,Pet Services
pet_boarding,Pet Services,Pet Services
dog_walkers,Pet Services,Pet Services
flyboarding_center,Pet Services,Pet Services
carpet_installation,Pet Services,Pet Services
pet_groomer,Pet Services,Pet Services
flyboarding_rental,Pet Services,Pet Services
appellate_practice_lawyers,Professional Services,Professional Services
unemployment_office,Professional Services,Professional Services
construction_management,Professional Services,Professional Services
pain_management,Professional Services,Healthcare & Medical
business_management_services,Professional Services,Professional Services
divorce_and_family_law,Professional Services,Professional Services
forestry_consultants,Professional Services,Professional Services
traffic_ticketing_law,Professional Services,Professional Services
translation_services,Professional Services,Professional Services
architect,Professional Services,Professional Services
engineering_services,Professional Services,Professional Services
lawyer,Professional Services,Professional Services
architectural_designer,Professional Services,Professional Services
paralegal_services,Professional Services,Professional Services
civil_rights_lawyers,Professional Services,Professional Services
architectural_tours,Professional Services,Professional Services
workers_compensation_law,Professional Services,Professional Services
accountant,Professional Services,Professional Services
financial_advising,Professional Services,Professional Services
photographer,Professional Services,Professional Services
dui_law,Professional Services,Professional Services
business_consulting,Professional Services,Professional Services
videographer,Professional Services,Professional Services
web_designer,Professional Services,Professional Services
advertising_agency,Professional Services,Professional Services
employment_agencies,Professional Services,Professional Services
bookkeeper,Professional Services,Professional Services
graphic_designer,Professional Services,Professional Services
criminal_defense_law,Professional Services,Professional Services
human_resource_services,Professional Services,Professional Services
lawn_service,Professional Services,Professional Services
business_law,Professional Services,Professional Services
business_advertising,Professional Services,Professional Services
tax_law,Professional Services,Professional Services
patent_law,Professional Services,Professional Services
civil_engineers,Professional Services,Professional Services
acoustical_consultant,Professional Services,Professional Services
personal_injury_law,Professional Services,Professional Services
temp_agency,Professional Services,Professional Services
direct_mail_advertising,Professional Services,Professional Services
it_consultant,Professional Services,Professional Services
structural_engineer,Professional Services,Professional Services
product_design,Professional Services,Professional Services
law_enforcement,Professional Services,Professional Services
business_records_storage_and_management,Professional Services,Professional Services
architecture,Professional Services,Professional Services
agricultural_engineering_service,Professional Services,Professional Services
real_estate_law,Professional Services,Professional Services
tenant_and_eviction_law,Professional Services,Professional Services
energy_management_and_conservation_consultants,Professional Services,Professional Services
consultant_and_general_service,Professional Services,Professional Services
manufacturing_and_industrial_consultant,Professional Services,Professional Services
ip_and_internet_law,Professional Services,Professional Services
bankruptcy_law,Professional Services,Professional Services
outdoor_advertising,Professional Services,Professional Services
transcription_services,Professional Services,Professional Services
property_management,Professional Services,Professional Services
b2b_cleaning_and_waste_management,Professional Services,Professional Services
financial_service,Professional Services,Professional Services
interior_design,Professional Services,Professional Services
image_consultant,Professional Services,Professional Services
legal_services,Professional Services,Professional Services
employment_law,Professional Services,Professional Services
social_security_law,Professional Services,Professional Services
floral_designer,Professional Services,Professional Services
stress_management_services,Professional Services,Professional Services
instrumentation_engineers,Professional Services,Professional Services
tax_services,Professional Services,Professional Services
appraisal_services,Professional Services,Professional Services
exterior_design,Professional Services,Professional Services
immigration_law,Professional Services,Professional Services
editorial_services,Professional Services,Professional Services
landscape_architect,Professional Services,Professional Services
contract_law,Professional Services,Professional Services
executive_search_consultants,Professional Services,Professional Services
disability_law,Professional Services,Professional Services
estate_planning_law,Professional Services,Professional Services
mediator,Professional Services,Professional Services
home_inspector,Real Estate,Real Estate
real_estate_photography,Real Estate,Real Estate
home_developer,Real Estate,Real Estate
real_estate_agent,Real Estate,Real Estate
commercial_real_estate,Real Estate,Real Estate
real_estate_service,Real Estate,Real Estate
home_staging,Real Estate,Real Estate
real_estate,Real Estate,Real Estate
episcopal_church,Religious & Spiritual,Religious & Spiritual
pentecostal_church,Religious & Spiritual,Religious & Spiritual
church_cathedral,Religious & Spiritual,Religious & Spiritual
synagogue,Religious & Spiritual,Religious & Spiritual
religious_organization,Religious & Spiritual,Religious & Spiritual
mystic,Religious & Spiritual,Religious & Spiritual
catholic_church,Religious & Spiritual,Religious & Spiritual
jehovahs_witness_kingdom_hall,Religious & Spiritual,Religious & Spiritual
religious_items,Religious & Spiritual,Religious & Spiritual
mosque,Religious & Spiritual,Religious & Spiritual
psychic,Religious & Spiritual,Religious & Spiritual
sikh_temple,Religious & Spiritual,Religious & Spiritual
astrologer,Religious & Spiritual,Religious & Spiritual
evangelical_church,Religious & Spiritual,Religious & Spiritual
buddhist_temple,Religious & Spiritual,Religious & Spiritual
temple,Religious & Spiritual,Religious & Spiritual
hindu_temple,Religious & Spiritual,Religious & Spiritual
baptist_church,Religious & Spiritual,Religious & Spiritual
religious_destination,Religious & Spiritual,Religious & Spiritual
wedding_chapel,Religious & Spiritual,Religious & Spiritual
anglican_church,Religious & Spiritual,Religious & Spiritual
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual
meditation_center,Religious & Spiritual,Religious & Spiritual
mission,Religious & Spiritual,Religious & Spiritual
psychic_medium,Religious & Spiritual,Religious & Spiritual
hardware_store,Retail & Shopping,Retail & Shopping
thrift_store,Retail & Shopping,Retail & Shopping
threads_and_yarns_wholesaler,Retail & Shopping,Retail & Shopping
home_theater_systems_stores,Retail & Shopping,Retail & Shopping
kiosk,Retail & Shopping,Retail & Shopping
aquatic_pet_store,Retail & Shopping,Retail & Shopping
sunglasses_store,Retail & Shopping,Retail & Shopping
furniture_accessory_store,Retail & Shopping,Retail & Shopping
convenience_store,Retail & Shopping,Retail & Shopping
clothing_company,Retail & Shopping,Retail & Shopping
outdoor_gear,Retail & Shopping,Retail & Shopping
formal_wear_store,Retail & Shopping,Retail & Shopping
flea_market,Retail & Shopping,Retail & Shopping
orthopedic_shoe_store,Retail & Shopping,Retail & Shopping
ethical_grocery,Retail & Shopping,Retail & Shopping
childrens_clothing_store,Retail & Shopping,Retail & Shopping
fur_clothing,Retail & Shopping,Retail & Shopping
grocery_store,Retail & Shopping,Retail & Shopping
welding_supply_store,Retail & Shopping,Retail & Shopping
building_supply_store,Retail & Shopping,Retail & Shopping
marketing_agency,Retail & Shopping,Retail & Shopping
kosher_grocery_store,Retail & Shopping,Retail & Shopping
b2b_apparel,Retail & Shopping,Retail & Shopping
plus_size_clothing,Retail & Shopping,Retail & Shopping
car_stereo_store,Retail & Shopping,Retail & Shopping
lawn_mower_store,Retail & Shopping,Retail & Shopping
pet_store,Retail & Shopping,Retail & Shopping
rug_store,Retail & Shopping,Retail & Shopping
tire_repair_shop,Retail & Shopping,Retail & Shopping
retail,Retail & Shopping,Retail & Shopping
asian_grocery_store,Retail & Shopping,Retail & Shopping
online_shop,Retail & Shopping,Retail & Shopping
duty_free_shop,Retail & Shopping,Retail & Shopping
womens_clothing_store,Retail & Shopping,Retail & Shopping
paint_store,Retail & Shopping,Retail & Shopping
framing_store,Retail & Shopping,Retail & Shopping
swimwear_store,Retail & Shopping,Retail & Shopping
window_treatment_store,Retail & Shopping,Retail & Shopping
gift_shop,Retail & Shopping,Retail & Shopping
discount_store,Retail & Shopping,Retail & Shopping
photography_store_and_services,Retail & Shopping,Retail & Shopping
home_improvement_store,Retail & Shopping,Retail & Shopping
mattress_store,Retail & Shopping,Retail & Shopping
supermarket,Retail & Shopping,Retail & Shopping
reptile_shop,Retail & Shopping,Retail & Shopping
spiritual_shop,Retail & Shopping,Retail & Shopping
pawn_shop,Retail & Shopping,Retail & Shopping
machine_shop,Retail & Shopping,Retail & Shopping
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping
water_store,Retail & Shopping,Retail & Shopping
internet_marketing_service,Retail & Shopping,Retail & Shopping
lumber_store,Retail & Shopping,Retail & Shopping
outdoor_furniture_store,Retail & Shopping,Retail & Shopping
wholesale_store,Retail & Shopping,Retail & Shopping
night_market,Retail & Shopping,Retail & Shopping
fertilizer_store,Retail & Shopping,Retail & Shopping
ceremonial_clothing,Retail & Shopping,Retail & Shopping
fashion_accessories_store,Retail & Shopping,Retail & Shopping
surf_shop,Retail & Shopping,Retail & Shopping
art_supply_store,Retail & Shopping,Retail & Shopping
army_and_navy_store,Retail & Shopping,Retail & Shopping
academic_bookstore,Retail & Shopping,Retail & Shopping
flower_markets,Retail & Shopping,Retail & Shopping
carpet_store,Retail & Shopping,Retail & Shopping
eyewear_and_optician,Retail & Shopping,Retail & Shopping
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping
outlet_store,Retail & Shopping,Retail & Shopping
farmers_market,Retail & Shopping,Retail & Shopping
custom_t_shirt_store,Retail & Shopping,Retail & Shopping
hair_supply_stores,Retail & Shopping,Retail & Shopping
denim_wear_store,Retail & Shopping,Retail & Shopping
uniform_store,Retail & Shopping,Retail & Shopping
musical_instrument_store,Retail & Shopping,Retail & Shopping
gun_and_ammo,Retail & Shopping,Retail & Shopping
traditional_clothing,Retail & Shopping,Retail & Shopping
dive_shop,Retail & Shopping,Retail & Shopping
music_and_dvd_store,Retail & Shopping,Retail & Shopping
luggage_store,Retail & Shopping,Retail & Shopping
mexican_grocery_store,Retail & Shopping,Retail & Shopping
optical_wholesaler,Retail & Shopping,Retail & Shopping
skate_shop,Retail & Shopping,Retail & Shopping
toy_store,Retail & Shopping,Retail & Shopping
tobacco_shop,Retail & Shopping,Retail & Shopping
personal_shopper,Retail & Shopping,Retail & Shopping
liquor_store,Retail & Shopping,Retail & Shopping
diy_auto_shop,Retail & Shopping,Retail & Shopping
jewelry_store,Retail & Shopping,Retail & Shopping
shoe_store,Retail & Shopping,Retail & Shopping
international_grocery_store,Retail & Shopping,Retail & Shopping
piano_store,Retail & Shopping,Retail & Shopping
hobby_shop,Retail & Shopping,Retail & Shopping
herbal_shop,Retail & Shopping,Retail & Shopping
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping
bridal_shop,Retail & Shopping,Retail & Shopping
honey_farm_shop,Retail & Shopping,Retail & Shopping
mobile_phone_store,Retail & Shopping,Retail & Shopping
boutique,Retail & Shopping,Retail & Shopping
firework_retailer,Retail & Shopping,Retail & Shopping
guitar_store,Retail & Shopping,Retail & Shopping
specialty_grocery_store,Retail & Shopping,Retail & Shopping
indian_grocery_store,Retail & Shopping,Retail & Shopping
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping
telemarketing_services,Retail & Shopping,Retail & Shopping
knitting_supply,Retail & Shopping,Retail & Shopping
korean_grocery_store,Retail & Shopping,Retail & Shopping
brewing_supply_store,Retail & Shopping,Retail & Shopping
lighting_store,Retail & Shopping,Retail & Shopping
trophy_shop,Retail & Shopping,Retail & Shopping
herb_and_spice_shop,Retail & Shopping,Retail & Shopping
flooring_store,Retail & Shopping,Retail & Shopping
comic_books_store,Retail & Shopping,Retail & Shopping
russian_grocery_store,Retail & Shopping,Retail & Shopping
vinyl_record_store,Retail & Shopping,Retail & Shopping
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping
pen_store,Retail & Shopping,Retail & Shopping
handicraft_shop,Retail & Shopping,Retail & Shopping
designer_clothing,Retail & Shopping,Retail & Shopping
bookstore,Retail & Shopping,Retail & Shopping
perfume_store,Retail & Shopping,Retail & Shopping
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping
woodworking_supply_store,Retail & Shopping,Retail & Shopping
agricultural_seed_store,Retail & Shopping,Retail & Shopping
craft_shop,Retail & Shopping,Retail & Shopping
japanese_grocery_store,Retail & Shopping,Retail & Shopping
appliance_store,Retail & Shopping,Retail & Shopping
beverage_store,Retail & Shopping,Retail & Shopping
electronics_repair_shop,Retail & Shopping,Retail & Shopping
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping
candle_store,Retail & Shopping,Retail & Shopping
tire_shop,Retail & Shopping,Retail & Shopping
watch_store,Retail & Shopping,Retail & Shopping
computer_store,Retail & Shopping,Retail & Shopping
farming_equipment_store,Retail & Shopping,Retail & Shopping
cannabis_dispensary,Retail & Shopping,Retail & Shopping
do_it_yourself_store,Retail & Shopping,Retail & Shopping
sporting_goods,Retail & Shopping,Retail & Shopping
electrical_supply_store,Retail & Shopping,Retail & Shopping
marketing_consultant,Retail & Shopping,Retail & Shopping
livestock_feed_and_supply_store,Retail & Shopping,Retail & Shopping
kitchen_supply_store,Retail & Shopping,Retail & Shopping
battery_store,Retail & Shopping,Retail & Shopping
drone_store,Retail & Shopping,Retail & Shopping
souvenir_shop,Retail & Shopping,Retail & Shopping
shopping_center,Retail & Shopping,Retail & Shopping
t_shirt_store,Retail & Shopping,Retail & Shopping
video_game_store,Retail & Shopping,Retail & Shopping
custom_cakes_shop,Retail & Shopping,Retail & Shopping
mens_clothing_store,Retail & Shopping,Retail & Shopping
auto_body_shop,Retail & Shopping,Retail & Shopping
horse_equipment_shop,Retail & Shopping,Retail & Shopping
fabric_store,Retail & Shopping,Retail & Shopping
avionics_shop,Retail & Shopping,Retail & Shopping
electronics,Retail & Shopping,Retail & Shopping
organic_grocery_store,Retail & Shopping,Retail & Shopping
antique_store,Retail & Shopping,Retail & Shopping
educational_supply_store,Retail & Shopping,Retail & Shopping
motorsports_store,Retail & Shopping,Retail & Shopping
custom_clothing,Retail & Shopping,Retail & Shopping
superstore,Retail & Shopping,Retail & Shopping
pop_up_shop,Retail & Shopping,Retail & Shopping
wallpaper_store,Retail & Shopping,Retail & Shopping
furniture_store,Retail & Shopping,Retail & Shopping
military_surplus_store,Retail & Shopping,Retail & Shopping
indian_sweets_shop,Retail & Shopping,Retail & Shopping
cards_and_stationery_store,Retail & Shopping,Retail & Shopping
archery_shop,Retail & Shopping,Retail & Shopping
bird_shop,Retail & Shopping,Retail & Shopping
lingerie_store,Retail & Shopping,Retail & Shopping
used_bookstore,Retail & Shopping,Retail & Shopping
home_goods_store,Retail & Shopping,Retail & Shopping
dairy_stores,Retail & Shopping,Retail & Shopping
clothing_store,Retail & Shopping,Retail & Shopping
iron_and_steel_store,Retail & Shopping,Retail & Shopping
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping
clothing_rental,Retail & Shopping,Retail & Shopping
rental_kiosks,Retail & Shopping,Retail & Shopping
shopping,Retail & Shopping,Retail & Shopping
department_store,Retail & Shopping,Retail & Shopping
hat_shop,Retail & Shopping,Retail & Shopping
adult_store,Retail & Shopping,Retail & Shopping
costume_store,Retail & Shopping,Retail & Shopping
e_cigarette_store,Retail & Shopping,Retail & Shopping
bedding_and_bath_stores,Retail & Shopping,Retail & Shopping
bicycle_shop,Retail & Shopping,Retail & Shopping
safe_store,Retail & Shopping,Retail & Shopping
drugstore,Retail & Shopping,Retail & Shopping
handbag_stores,Retail & Shopping,Retail & Shopping
wig_store,Retail & Shopping,Retail & Shopping
tile_store,Retail & Shopping,Retail & Shopping
baseball_field,Sports & Recreation,Sports & Recreation
surfing,Sports & Recreation,Sports & Recreation
volleyball_club,Sports & Recreation,Sports & Recreation
go_kart_club,Sports & Recreation,Sports & Recreation
go_kart_track,Sports & Recreation,Sports & Recreation
rugby_pitch,Sports & Recreation,Sports & Recreation
trail,Sports & Recreation,Sports & Recreation
free_diving_center,Sports & Recreation,Sports & Recreation
baseball_stadium,Sports & Recreation,Sports & Recreation
disc_golf_course,Sports & Recreation,Sports & Recreation
paintball,Sports & Recreation,Sports & Recreation
professional_sports_league,Sports & Recreation,Sports & Recreation
golf_instructor,Sports & Recreation,Sports & Recreation
school_sports_team,Sports & Recreation,Sports & Recreation
sky_diving,Sports & Recreation,Sports & Recreation
paddleboarding_center,Sports & Recreation,Sports & Recreation
sports_and_recreation_venue,Sports & Recreation,Sports & Recreation
mountain_bike_trails,Sports & Recreation,Sports & Recreation
canoe_and_kayak_hire_service,Sports & Recreation,Sports & Recreation
horse_racing_track,Sports & Recreation,Sports & Recreation
archery_range,Sports & Recreation,Sports & Recreation
sailing_club,Sports & Recreation,Sports & Recreation
fishing_charter,Sports & Recreation,Sports & Recreation
hockey_arena,Sports & Recreation,Sports & Recreation
professional_sports_team,Sports & Recreation,Sports & Recreation
scuba_diving_center,Sports & Recreation,Sports & Recreation
volleyball_court,Sports & Recreation,Sports & Recreation
tennis_stadium,Sports & Recreation,Sports & Recreation
school_sports_league,Sports & Recreation,Sports & Recreation
table_tennis_club,Sports & Recreation,Sports & Recreation
cricket_ground,Sports & Recreation,Sports & Recreation
amateur_sports_league,Sports & Recreation,Sports & Recreation
kiteboarding,Sports & Recreation,Sports & Recreation
surfboard_rental,Sports & Recreation,Sports & Recreation
kiteboarding_instruction,Sports & Recreation,Sports & Recreation
tennis_court,Sports & Recreation,Sports & Recreation
