OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label
window_washing,Home & Garden Services,Home & Garden Services,Business and Professional Services,11000,Business and Professional Services
janitorial_services,Home & Garden Services,Home & Garden Services,Business and Professional Services,11000,Business and Professional Services
home_cleaning,Home & Garden Services,Home & Garden Services,Business and Professional Services,11097,Business and Professional Services > Home Improvement Service > Professional Cleaning Service
occupational_safety,Home & Garden Services,Home & Garden Services,Business and Professional Services,11162,Business and Professional Services > Security and Safety
pest_control_service,Home & Garden Services,Home & Garden Services,Business and Professional Services,11095,Business and Professional Services > Home Improvement Service > Pest Control Service
metal_detector_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
jewelry_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
mining,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
printing_equipment_and_supply,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
b2b_storage_and_warehouses,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11165,Business and Professional Services > Storage Facility
shoe_factory,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11040,Business and Professional Services > Factory
plastic_company,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11123,Business and Professional Services > Mobile Company
chemical_plant,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11142,Business and Professional Services > Power Plant
oil_and_gas_exploration_and_development,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11151,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company
book_magazine_distribution,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11031,Business and Professional Services > Distribution Center
b2b_textiles,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
metals,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11122,Business and Professional Services > Metals Supplier
printing_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
b2b_rubber_and_plastics,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11141,Business and Professional Services > Plastics Supplier
coal_and_coke,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
iron_work,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
mattress_manufacturing,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
scrap_metals,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11122,Business and Professional Services > Metals Supplier
business_manufacturing_and_supply,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
environmental_renewable_natural_resource,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11155,Business and Professional Services > Renewable Energy Service
industrial_spares_and_products_wholesaler,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11105,Business and Professional Services > Industrial Equipment Supplier
aircraft_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
lighting_fixture_manufacturers,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
glass_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
oil_and_gas_field_equipment_and_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
saw_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
appliance_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
manufacturers_agents_and_representatives,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
leather_products_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
industrial_company,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11105,Business and Professional Services > Industrial Equipment Supplier
mills,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
textile_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
oil_and_gas,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11013,Business and Professional Services > Automotive Service > Oil Change Service
environmental_abatement_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
industrial_equipment,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11105,Business and Professional Services > Industrial Equipment Supplier
plastic_fabrication_company,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11123,Business and Professional Services > Mobile Company
iron_and_steel_industry,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
furniture_assembly,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
sheet_metal,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
flour_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
distribution_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11031,Business and Professional Services > Distribution Center
steel_fabricators,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
environmental_and_ecological_services_for_businesses,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
metal_supplier,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
fingerprinting_service,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
environmental_conservation_organization,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
cosmetic_products_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
metal_plating_service,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
screen_printing_t_shirt_printing,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
environmental_testing,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
paper_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11132,Business and Professional Services > Paper Supplier
wallpaper_installers,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
jewelry_and_watches_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
furniture_manufacturers,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
3d_printing_service,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
commercial_industrial,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11105,Business and Professional Services > Industrial Equipment Supplier
plastic_manufacturer,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11024,Business and Professional Services > Chemicals and Gasses Manufacturer
warehouses,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
environmental_conservation_and_ecological_organizations,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
cotton_mill,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
metal_materials_and_experts,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
b2b_oil_and_gas_extraction_and_services,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
metal_fabricator,Manufacturing & Industrial,Manufacturing & Industrial,Business and Professional Services,11000,Business and Professional Services
social_media_company,Media & Communications,Media & Communications,Business and Professional Services,11121,Business and Professional Services > Media Agency
media_news_company,Media & Communications,Media & Communications,Business and Professional Services,11121,Business and Professional Services > Media Agency
radio_station,Media & Communications,Media & Communications,Business and Professional Services,11144,Business and Professional Services > Radio Station
print_media,Media & Communications,Media & Communications,Business and Professional Services,11121,Business and Professional Services > Media Agency
media_news_website,Media & Communications,Media & Communications,Business and Professional Services,11121,Business and Professional Services > Media Agency
television_station,Media & Communications,Media & Communications,Business and Professional Services,11018,Business and Professional Services > Automotive Service > Vehicle Inspection Station
mass_media,Media & Communications,Media & Communications,Business and Professional Services,11121,Business and Professional Services > Media Agency
media_critic,Media & Communications,Media & Communications,Business and Professional Services,11121,Business and Professional Services > Media Agency
business_to_business_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
shades_and_blinds,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
tabletop_games,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
farm_equipment_and_supply,Other Services,Other Services,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
books_mags_music_and_video,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
gemstone_and_mineral,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
infectious_disease_specialist,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
oil_refiners,Other Services,Other Services,Business and Professional Services,11013,Business and Professional Services > Automotive Service > Oil Change Service
information_technology_company,Other Services,Other Services,Business and Professional Services,11168,Business and Professional Services > Technology Business > Software Company
shoe_shining_service,Other Services,Other Services,Business and Professional Services,11164,Business and Professional Services > Shoe Repair Service
office_equipment,Other Services,Other Services,Business and Professional Services,11020,Business and Professional Services > Office > Business and Strategy Consulting Office
packing_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
ticket_sales,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
bus_rentals,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
iv_hydration,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
racing_experience,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
land_surveying,Other Services,Other Services,Business and Professional Services,11146,Business and Professional Services > Real Estate Service > Building and Land Surveyor
ear_nose_and_throat,Other Services,Healthcare & Medical,Health and Medicine,15032,"Health and Medicine > Physician > Ear, Nose and Throat Doctor"
water_purification_services,Other Services,Other Services,Business and Professional Services,11176,Business and Professional Services > Water Treatment Service
scientific_laboratories,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
teeth_whitening,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
marina,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
door_sales_service,Other Services,Other Services,Business and Professional Services,11085,Business and Professional Services > Home Improvement Service > Garage Door Supplier
cannabis_collective,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
road_structures_and_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
canal,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
travel_company,Other Services,Other Services,Business and Professional Services,11123,Business and Professional Services > Mobile Company
firewood,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
jazz_and_blues,Other Services,Arts & Entertainment,Arts and Entertainment,10040,Arts and Entertainment > Performing Arts Venue > Music Venue > Jazz and Blues Venue
antenna_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
rest_areas,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
laser_cutting_service_provider,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
elevator_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
orthodontist,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
business_equipment_and_supply,Other Services,Business-to-Business,Business and Professional Services,11000,Business and Professional Services
pedicab_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
personal_care_service,Other Services,Other Services,Business and Professional Services,11025,Business and Professional Services > Child Care Service
paint_your_own_pottery,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
exhibition_and_trade_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
safety_equipment,Other Services,Other Services,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
writing_service,Other Services,Other Services,Business and Professional Services,11194,"Business and Professional Services > Writing, Copywriting and Technical Writing Service"
prosthodontist,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
security_services,Other Services,Other Services,Business and Professional Services,11162,Business and Professional Services > Security and Safety
laundromat,Other Services,Other Services,Business and Professional Services,11068,Business and Professional Services > Laundromat
country_club,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
backpacking_area,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
music_critic,Other Services,Arts & Entertainment,Arts and Entertainment,10039,Arts and Entertainment > Performing Arts Venue > Music Venue
feng_shui,Other Services,Home & Garden Services,Business and Professional Services,11000,Business and Professional Services
holiday_decor,Other Services,Home & Garden Services,Business and Professional Services,11000,Business and Professional Services
endodontist,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
bulk_billing,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
sign_making,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
luggage_storage,Other Services,Other Services,Business and Professional Services,11165,Business and Professional Services > Storage Facility
vitamins_and_supplements,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
team_building_activity,Other Services,Other Services,Business and Professional Services,11130,Business and Professional Services > Office > Office Building
street_vendor,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
general_litigation,Other Services,Other Services,Business and Professional Services,11086,Business and Professional Services > Home Improvement Service > General Contractor
foot_care,Other Services,Healthcare & Medical,Health and Medicine,15012,Health and Medicine > Home Health Care Service
logging_equipment_and_supplies,Other Services,Other Services,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
freight_and_cargo_service,Other Services,Other Services,Business and Professional Services,11163,"Business and Professional Services > Shipping, Freight, and Material Transportation Service"
meat_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
pool_hall,Other Services,Other Services,Business and Professional Services,11100,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service
windows_installation,Other Services,Construction & Contractors,Business and Professional Services,11082,Business and Professional Services > Home Improvement Service > Doors and Windows Contractor
horseback_riding_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
fidelity_and_surety_bonds,Other Services,Financial Services,Business and Professional Services,11000,Business and Professional Services
genealogists,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
emergency_roadside_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
payroll_services,Other Services,Financial Services,Business and Professional Services,11000,Business and Professional Services
plaza,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
business_financing,Other Services,Financial Services,Business and Professional Services,11000,Business and Professional Services
supernatural_reading,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
solar_installation,Other Services,Construction & Contractors,Business and Professional Services,11000,Business and Professional Services
glass_and_mirror_sales_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
inventory_control_service,Other Services,Other Services,Business and Professional Services,11095,Business and Professional Services > Home Improvement Service > Pest Control Service
ev_charging_station,Other Services,Other Services,Business and Professional Services,11018,Business and Professional Services > Automotive Service > Vehicle Inspection Station
footwear_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
translating_and_interpreting_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
family_practice,Other Services,Healthcare & Medical,Health and Medicine,15033,Health and Medicine > Physician > Family Medicine Doctor
wine_tasting_room,Other Services,Other Services,Business and Professional Services,11129,Business and Professional Services > Office > Meeting Room
private_jet_charters,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
auction_house,Other Services,Other Services,Business and Professional Services,11063,Business and Professional Services > Health and Beauty Service > Bath House
mobility_equipment_services,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
active_life,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
misting_system_services,Other Services,Other Services,Business and Professional Services,11008,Business and Professional Services > Automation and Control System
hearing_aids,Other Services,Healthcare & Medical,Health and Medicine,15002,Health and Medicine > AIDS Resource
nudist_clubs,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
scooter_rental,Other Services,Other Services,Business and Professional Services,11037,Business and Professional Services > Equipment Rental Service
bags_luggage_company,Other Services,Other Services,Business and Professional Services,11123,Business and Professional Services > Mobile Company
challenge_courses_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
package_locker,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
bike_sharing,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
ceiling_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
halfway_house,Other Services,Other Services,Business and Professional Services,11063,Business and Professional Services > Health and Beauty Service > Bath House
sandblasting_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
arts_and_crafts,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
embroidery_and_crochet,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
betting_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
olive_oil,Other Services,Other Services,Business and Professional Services,11013,Business and Professional Services > Automotive Service > Oil Change Service
quay,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
plasterer,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
wholesale_grocer,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
sleep_specialist,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
bookmakers,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
business_to_business,Other Services,Business-to-Business,Business and Professional Services,11000,Business and Professional Services
fishmonger,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
artificial_turf,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
jet_skis_rental,Other Services,Other Services,Business and Professional Services,11037,Business and Professional Services > Equipment Rental Service
countertop_installation,Other Services,Construction & Contractors,Business and Professional Services,11000,Business and Professional Services
musician,Other Services,Arts & Entertainment,Arts and Entertainment,10000,Arts and Entertainment
immigration_assistance_services,Other Services,Other Services,Business and Professional Services,11113,Business and Professional Services > Legal Service > Immigration Attorney
gold_buyer,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
motor_freight_trucking,Other Services,Other Services,Business and Professional Services,11163,"Business and Professional Services > Shipping, Freight, and Material Transportation Service"
promotional_products_and_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
street_art,Other Services,Arts & Entertainment,Arts and Entertainment,10059,Arts and Entertainment > Public Art > Street Art
kitchen_and_bath,Other Services,Construction & Contractors,Business and Professional Services,11063,Business and Professional Services > Health and Beauty Service > Bath House
display_home_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
quarries,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
hearing_aid_provider,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
skylight_installation,Other Services,Construction & Contractors,Business and Professional Services,11000,Business and Professional Services
tower_communication_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
corporate_office,Other Services,Other Services,Business and Professional Services,11125,Business and Professional Services > Office > Corporate Cafeteria
rv_storage_facility,Other Services,Other Services,Business and Professional Services,11165,Business and Professional Services > Storage Facility
smokehouse,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
archaeological_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
golf_equipment,Other Services,Retail & Shopping,Retail,17122,Retail > Sporting Goods Retail > Golf Store
tea_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
courier_and_delivery_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
ultrasound_imaging_center,Other Services,Healthcare & Medical,Health and Medicine,15016,Health and Medicine > Medical Center
cemeteries,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
prosthetics,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
tui_na,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
organ_and_tissue_donor_service,Other Services,Healthcare & Medical,Health and Medicine,15004,Health and Medicine > Assisted Living Service
bike_rentals,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
shutters,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
radio_and_television_commercials,Other Services,Other Services,Business and Professional Services,11189,"Business and Professional Services > Print, TV, Radio and Outdoor Advertising Service"
private_equity_firm,Other Services,Financial Services,Business and Professional Services,11003,Business and Professional Services > Architecture Firm
holding_companies,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
logging_services,Other Services,Other Services,Business and Professional Services,11116,Business and Professional Services > Logging Service
hot_air_balloons_tour,Other Services,Other Services,Business and Professional Services,11087,"Business and Professional Services > Home Improvement Service > Heating, Ventilating and Air Conditioning Contractor"
interlock_system,Other Services,Other Services,Business and Professional Services,11008,Business and Professional Services > Automation and Control System
tools_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
ambulance_and_ems_services,Other Services,Healthcare & Medical,Health and Medicine,15009,Health and Medicine > Emergency Service > Ambulance Service
cheerleading,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
leather_goods,Other Services,Other Services,Business and Professional Services,11110,Business and Professional Services > Leather Supplier
geological_services,Other Services,Other Services,Business and Professional Services,11060,Business and Professional Services > Geological Service
tv_mounting,Other Services,Other Services,Business and Professional Services,11173,Business and Professional Services > TV Station
weather_forecast_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
phlebologist,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
travel_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
video_and_video_game_rentals,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
shipping_collection_services,Other Services,Other Services,Business and Professional Services,11163,"Business and Professional Services > Shipping, Freight, and Material Transportation Service"
mortuary_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
private_investigation,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
fmcg_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
tower,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
strip_club,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
paint_and_sip,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
laboratory,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
pool_and_billiards,Other Services,Other Services,Business and Professional Services,11100,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service
geriatric_psychiatry,Other Services,Healthcare & Medical,Health and Medicine,15036,Health and Medicine > Physician > Geriatric Doctor
business,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
money_transfer_services,Other Services,Financial Services,Business and Professional Services,11000,Business and Professional Services
home_service,Other Services,Other Services,Business and Professional Services,11076,Business and Professional Services > Home Improvement Service
surgical_appliances_and_supplies,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
digitizing_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
drinking_water_dispenser,Other Services,Other Services,Business and Professional Services,11176,Business and Professional Services > Water Treatment Service
furniture_wholesalers,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
computer_hardware_company,Other Services,Other Services,Business and Professional Services,11027,Business and Professional Services > Computer Repair Service
dance_wear,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
session_photography,Other Services,Arts & Entertainment,Arts and Entertainment,10000,Arts and Entertainment
house_sitting,Other Services,Other Services,Business and Professional Services,11063,Business and Professional Services > Health and Beauty Service > Bath House
mailbox_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
gerontologist,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
holiday_rental_home,Other Services,Other Services,Business and Professional Services,11037,Business and Professional Services > Equipment Rental Service
wood_and_pulp,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
props,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
casting_molding_and_machining,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
osteopath,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
bottled_water_company,Other Services,Other Services,Business and Professional Services,11123,Business and Professional Services > Mobile Company
wellness_program,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
process_servers,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
lottery_ticket,Other Services,Other Services,Business and Professional Services,11117,Business and Professional Services > Lottery Retailer
cremation_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
self_storage_facility,Other Services,Other Services,Business and Professional Services,11165,Business and Professional Services > Storage Facility
crane_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
billing_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
duplication_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
fencing_club,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
packing_supply,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
refinishing_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
officiating_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
indoor_playcenter,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
nurse_practitioner,Other Services,Healthcare & Medical,Health and Medicine,15021,Health and Medicine > Nurse
structure_and_geography,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
knife_sharpening,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
baby_gear_and_furniture,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
fruits_and_vegetables,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
pets,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
party_supply,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
collection_agencies,Other Services,Financial Services,Business and Professional Services,11000,Business and Professional Services
event_photography,Other Services,Arts & Entertainment,Arts and Entertainment,10000,Arts and Entertainment
international_business_and_trade_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
pool_billiards,Other Services,Other Services,Business and Professional Services,11100,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service
trivia_host,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
pier,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
travel,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
driving_range,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
piano_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
fire_protection_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
irrigation,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
goldsmith,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
hot_tubs_and_pools,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
farrier_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
